Job Title,Company Name,Location,Date Scraped,Job URL,Job Industry,Job Type,Job Seniority,Job Description,
89,Senior Test Analyst,Avocado Consulting,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/senior-test-analyst-at-avocado-consulting-2680563263?refId=z18KdShF5%2FhFoiL7UL%2FI1Q%3D%3D&trackingId=%2FDRzyoXNbZuS%2Fxn4EUUrWw%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card,Information Technology and Services,"Employment type
Full-time",Associate,"We are currently on the lookout for a Senior Test Analyst, Automation and Manual working with Test Complete and Javascript  At Avocado, we truly believe there is no limit to our client's and consultants' potential. Our professional services and tailored IT solutions help organisations to optimise, accelerate, and transform their IT to increase productivity, reduce costs, and deliver exceptional customer experiences.  We are currently on the lookout for a Senior Test Analyst, Automation and Manual working with Test Complete and Javascript.     If you are interested in this Senior Test Analyst role, then hit the ""APPLY now"" button. For more information give Tim Smith a call on 0425814791. If you would like to know more about Avocado consulting, then visit www.avocado.com.au for more info."
90,BUSINESS INTELLIGENCE ANALYST,SeaLink Travel Group,"Leichhardt, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/business-intelligence-analyst-at-sealink-travel-group-2680558848?refId=z18KdShF5%2FhFoiL7UL%2FI1Q%3D%3D&trackingId=ajjUttyTp8neTzBcxzE3Gg%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card,"Food & Beverages, Leisure, Travel & Tourism, and Hospitality","Employment type
Full-time",Associate,"Join An Award-winning Transport And Tourism Company  Transit Systems is looking for a Business Intelligence Analyst with strong analytical, attention to detail, and problem-solving skills with a robust financial background.        Transit Systems is Australia's largest private operator of metropolitan public bus services, completing more than 285 million customer journeys per year. Transit Systems has built a reputation for its ability to collaborate with Government and improve public transport solutions for customers.  Transit Systems is a subsidiary of Sea Link Travel Group, Australia's largest tourism and marine transport company. Carrying more than 285 million passengers a year in different locations around the world, our Group has over 8,840 employees operating more than 3,500 buses and 114 ferries in New South Wales, Victoria, Queensland, South Australia, Tasmania, the Northern Territory, Western Australia, London and Singapore.  For more information about Transit Systems, please visit our website. http://www.transitsystems.com.au    Reporting to the General Manager Fleet, Innovation & Business Intelligence, you will be responsible for driving business improvement and enabling key decision makers by developing, maintaining & presenting accurate financial business intelligence models and reports to both internal & external stakeholders.  You will also be required to work collaboratively with our Business Development team in preparing bids, financial reviews and other due diligence for new business opportunities.    The successful candidate will have the following skills and experience:    To be considered, you must be entitled to work in Australia and be prepared to undertake pre-employment checks including a criminal history check and medical assessment.  We are requesting your resume and a cover letter explaining why you are the best person for this position.  Please fill in as much information as you can in track record section of the application and pay close attention to the questions.    SeaLink Travel Group is committed to achieving a diverse workforce and encourage applications from Aboriginal and Torres Strait Islander people."
91,Business Analyst - Sydney,Johnathan Thurston Academy,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/business-analyst-sydney-at-johnathan-thurston-academy-2680561178?refId=z18KdShF5%2FhFoiL7UL%2FI1Q%3D%3D&trackingId=UmFRnZiB90eePXhf8eGI4w%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card,"Construction, Staffing and Recruiting, and Financial Services","Employment type
Full-time",Associate,"Johnathan Thurston Academy  Taking employment back to basics. We simply introduce jobseeker to jobs! It's that simple.  The Johnathan Thurston Academy, with Lendlease as our major employment partner, has a unique collaborative employment zone. The goal and focus is to connect job seekers to all of our employment partners throughout the nation. We aim to ensure that all opportunities for potential connections are both exhausted and managed in the one zone. We have created a unique and sophisticated platform that streamlines all employment opportunities between job seekers and employers.  We represent employers across all industries, we encourage you to keep in touch by registering to our JTHotJobs https://jtachieve.com/3cF22iw  Client:    The Business Analyst in our Group, IT team plays a critical role engaging with key stakeholders across the business to understand operational context and business processes and leveraging this understanding to identify opportunities and requirements.  At Evolution, we’re passionate about Our Culture and Values.  Evolution Mining is a leading, growth-focused globally relevant gold company. We were created in late 2011 and operate five wholly owned mines across Australia and Ontario, Canada.    The Business Analyst is responsible for identifying opportunities to improve business performance through technical change and innovation, and then planning, designing and deploying solutions within Evolution Mining to bring about improvements.      The Business Analyst will have at least 3-8 years relevant technical and business experience in mid – large sized organisations.      We thank you for taking the time submitting your application. For more information, you can contact anthony.chediac@evolutionmining.com  We want your perspective and ideas to help us find better ways to build our team, so we encourage you to apply no matter your age, sex or cultural background. You can be part of a committed, highly skilled team who’ll appreciate what you bring to the table. You’ll set and achieve goals and make decisions that matter, as together we help shape and contribute to the Evolution vision.  As part of the application process, Evolution will be collecting your personal information to assess your suitability for the role.      To apply online, please click on the appropriate link above. Alternatively, for a confidential discussion, please contact Main Account on , quoting Ref No. 979363."
92,Business Intelligence Analyst,Unearth Talent,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/business-intelligence-analyst-at-unearth-talent-2680560347?refId=z18KdShF5%2FhFoiL7UL%2FI1Q%3D%3D&trackingId=U9avW8rUUwrVLYCFwbw2XQ%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card,Human Resources,"Employment type
Full-time",Associate,"UNEARTH TALENT is seeking a Business Intelligence Analyst  UNEARTH TALENT is seeking a Business Intelligence Analyst to work with our Government Client for a 12 months contract.     To register interest in this role, either contact on 0450 658 207 or send your cv to jan.marais@unearthtalent.com.au    In working with Australian businesses and government, our goal is to strengthen the Indigenous business sector, advance Indigenous peoples' welfare, and increase Indigenous opportunities.  offers professional services at a competitive price. We have over twenty years of collective industry experience across data and analytics, talent management and risk consulting."
93,Senior Commercial Finance Analyst - SSP,Stryker,"St. Leonards, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/senior-commercial-finance-analyst-ssp-at-stryker-2676729462?refId=z18KdShF5%2FhFoiL7UL%2FI1Q%3D%3D&trackingId=%2BUM11v7PtPu80fTErX0ONg%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card,"Electrical/Electronic Manufacturing, Mechanical or Industrial Engineering, and Medical Devices","Employment type
Full-time",Associate,"About Stryker  Stryker is one of the world’s leading medical technology companies and, together with our customers, is driven to make healthcare better. We offer innovative products and services in Orthopaedics, Medical and Surgical, and Neurotechnology and Spine that help improve patient and hospital outcomes.  We are proud to be named the #5 World’s Best Workplaces and a Best Workplace for Diversity by Fortune Magazine. Learn more about our award-winning organization by visiting stryker.com  Why finance at Stryker?  Are you looking for a profitable and growing company with a great culture and reputation? Stryker is the only company with 40 consecutive years of sales growth and was recently named the #5 Best Workplace in the WORLD by Fortune! Here, you will have many opportunities to learn and grow as we offer development opportunities unique for each employees needs including training, certifications, mentorship, leadership programs, tuition reimbursement, one-on-one coaching and more!  Analysis is mainly centered around financial planning and is forward looking. Competent to perform complex financial analysis assignments. Typical areas of responsibility include providing advice on regulatory, tax and financial planning decisions, co-coordinating and consolidating annual budgets. Requires extensive technical and analytical skills. Provides creative insights. Uses judgment in setting priorities to complete assignments.  This is a highly specialized individual contributor role that requires deep expertise from a professional / technical thought leader in their respective field or discipline. This position typically requires extensive experience in a specialized field and an advanced college degree or equivalent. As a key expert, the job requires in-depth knowledge and understanding within one discipline. They are regarded within the organization as a technical 'expert' in their particular field. The job requires good analytical skills as well as evaluative judgement based on the analysis of factual and qualitative information in complicated or novel situations. The complexity implied at this level of problem solving relates to the ability to filter, prioritize, analyze and validate potentially complex and dynamic material. This job typically requires a degree or equivalent and a minimum of 8 or more years experience.  Our benefits  Our total rewards offering varies by country but often includes bonuses; commissions; healthcare; insurance benefits; retirement programs; stock based plans; paid time off plans; family and parenting leaves; tuition reimbursement; wellness programs; onsite fitness centers and cafeterias; discount purchase programs; and service and performance awards - not to mention various social and recreational activities.  Know someone at Stryker?  Be sure to have them submit you as a referral prior to applying for this position. Learn more about our employee referral program at"
94,Business Intelligence Analyst,Systemize Consulting,Greater Sydney Area,2021-08-11,https://au.linkedin.com/jobs/view/business-intelligence-analyst-at-systemize-consulting-2658859521?refId=z18KdShF5%2FhFoiL7UL%2FI1Q%3D%3D&trackingId=YcJPnFqBQggQMMTNH82IHQ%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card,NA,NA,NA,"Major role 12 month Contract NSW, SA or VIC location  Systemize Consulting Specialize in automation, AI and application software development consulting, recruitment, and contract services. We have a high success rate of finding the right skills for the job as we have real degree qualified developers selecting and placing high-value candidates."
95,Full Stack Software Engineer,Linktree,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/full-stack-software-engineer-at-linktree-2676003187?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=AwegfnOcsuz7nHLMuUChCg%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card,Internet,"Employment type
Part-time",Entry level," In the time it takes you to read this job ad, around 200 new accounts will have signed up to Linktree.    Linktree is the market-leading linking platform that was the first of its kind, creating an entirely new category in tech. Linktree is the identity layer of the internet, allowing users to curate a singular destination housing what’s most important to them, in real time.  With a user base of 16M+, Linktree helps brands, influencers, small businesses, activists and everyday creators carve out their place and reach their full potential online. The world’s biggest influencers and creators from Selena Gomez to Pharrell Williams, as well as big brands like HBO and Facebook are using Linktree to connect their followers to their entire online ecosystem.  The platform averages 30,000 daily sign ups and has close to a billion visits to Linktrees each month. In the past 12 months, Linktree has gained phenomenal momentum growing its user base by 3x with no signs of slowing down.  In March 2021, we raised $45 million in Series B funding. The funding will be used to expand headcount globally, develop product features and go towards making Linktree the best possible place to work for our team!    We are looking to grow our Engineering team with a Senior Fullstack Engineer. We are looking for great problem solvers who enjoy collaborating with others (not just engineers) that value well written and tested code. There are a lot of things we think are great about working at Linktree but we are biased, so here are the key takeaways that most engineers seemed to want to know:     If you've read through the requirements as a checklist and haven't ticked every box, don't rule yourself out just yet. We've seen the    Linktree's company culture and values are based around collaboration, diversity, inclusion, and flexibility. Those are all nice words but to give you some more specific examples:"
96,Software Engineer (Front End),Linktree,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/software-engineer-front-end-at-linktree-2676002303?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=4IVNOchenkIcftOLGt1%2BfA%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card,Internet,"Employment type
Part-time",Entry level," In the time it takes you to read this job ad, around 200 new accounts will have signed up to Linktree.    Linktree is the market-leading linking platform that was the first of its kind, creating an entirely new category in tech. Linktree is the identity layer of the internet, allowing users to curate a singular destination housing what’s most important to them, in real time.  With a user base of 16M+, Linktree helps brands, influencers, small businesses, activists and everyday creators carve out their place and reach their full potential online. The world’s biggest influencers and creators from Selena Gomez to Pharrell Williams, as well as big brands like HBO and Facebook are using Linktree to connect their followers to their entire online ecosystem.  The platform averages 30,000 daily sign ups and has close to a billion visits to Linktrees each month. In the past 12 months, Linktree has gained phenomenal momentum growing its user base by 3x with no signs of slowing down. In March 2021, we raised $45 million in Series B funding. The funding will be used to expand headcount globally, develop product features and go towards making Linktree the best possible place to work for our team!    We hire with a people-first approach, so more importantly as a human, you will be collaborative, curious, enjoy solving complex problems and have empathy for the growing pains of a rapidly scaling startup.  We are looking for Frontend Software Engineers who are great problem solvers, enjoy collaborating with others (not just engineers) that value well-written and tested code.    There are a lot of things we think are great about working at Linktree but we are biased, so here are the key takeaways that most engineers seemed to want to know     If you've read through the requirements as a checklist and haven't ticked every box, don't rule yourself out just yet. We've seen the    Linktree's company culture and values are based around collaboration, diversity, inclusion, and flexibility. Those are all nice words but to give you some more specific examples:"
97,Software Engineer - 12 Months,ANZ,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/software-engineer-12-months-at-anz-2676000381?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=eFNGpOEmz63Qv61J3posoA%3D%3D&position=3&pageNum=4&trk=public_jobs_jserp-result_search-card,"Accounting, Banking, and Financial Services","Employment type
Full-time",Not Applicable,"Job Title- Software Engineer - 12 months Fixed Term  Location- Sydney, CBD Do work that matters by solving problems that enable financial wellbeing  At ANZ our purpose is to shape a world where people and communities thrive and to achieve this, we need a talented Engineer to join our Markets Front Office squad. The squad is responsible for infrastructure, delivery and support of Markets Trading and Sales. We are specifically delivering the technology components of the ""eFICC"" strategy, which aims to bolster the Bank's market share in Fixed Income and Swaps trading by enhancing its market penetration and improving customer experience through automation  As an engineer, you will part of the Markets Transformation eFICC initiative, and work on the Fixed Income Trading systems requiring changes to enhance their functional capabilities in automation and instrument / product coverage.      You’re not expected to have 100% of these skills. At ANZ a growth mindset is at the heart of our culture and we actively encourage people to try new things. So if this role interests you and you feel you have most of these things in your toolbox, we’d love to hear from you.    At ANZ, everything we do boils down to ‘why’ - our purpose - to shape a world where people and communities thrive. We're just as focused on seeing our people thrive as well as our customers. We'll give you every opportunity to develop your career.  We are responding faster to changing customer requirements, focusing on the things that matter the most, energising our people, eliminating waste and reducing bureaucracy.  A happy workplace is a thriving one. So in order to attract and keep the best talent, and say thanks for the hard work, we make sure all our employees are rewarded.  . If you are a candidate with a disability, let us know how we can provide you with additional support.  To find out more about working at ANZ or to view other opportunities visit www.anz.com/careers. You may apply for this role by visiting ANZ Careers and search for reference number"
98,Senior Business Analyst,Aquent,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/senior-business-analyst-at-aquent-2675394902?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=0rDyXpGOy1uI%2BK6EUGF%2F0Q%3D%3D&position=4&pageNum=4&trk=public_jobs_jserp-result_search-card,Marketing and Advertising,"Employment type
Full-time",Mid-Senior level,The TLDR Summary *Must have agency experience* Title: Senior Business Analyst Industry: Digital Agency Location: Millers Point (Sydney)
99,ETL Data Analyst,Infosys,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/etl-data-analyst-at-infosys-2675395638?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=HNZ9XtZKPvUDln%2Fb1%2BeVxA%3D%3D&position=5&pageNum=4&trk=public_jobs_jserp-result_search-card,Information Technology and Services,"Employment type
Full-time",Mid-Senior level,"About Infosys  Infosys is a global leader in next-generation digital services and consulting. We enable clients in 46 countries to navigate their digital transformation. With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem."
100,Associate Professional Business Analyst,DXC Technology,"Macquarie Park, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/associate-professional-business-analyst-at-dxc-technology-2675399132?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=ZzMK9Sm9LXdmMZEn%2BKm8Zg%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Financial Services","Employment type
Full-time",Entry level,"Essential Job Functions Assists in planning and designing business processes; assists in formulating recommendations to improve and support business activities. Assists in analyzing and documenting client's business requirements and processes; communicates these requirements to technical personnel by constructing basic conceptual data and process models, including data dictionaries and volume estimates."
101,Space and Range Analyst | BIG W,BIG W,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/space-and-range-analyst-big-w-at-big-w-2675395606?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=VSHSILqWKIrI%2F9QLcHX0YA%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card,"Marketing and Advertising, Consumer Goods, and Retail","Employment type
Full-time",Mid-Senior level,"At BIGW, a job is never just a job.  It’s the start of something bigger. There are over 15,000 of us, in the biggest cities and the tiniest towns. And each of us have an important role to play. If you have a passion for great customer service, a desire to join BIG W's journey to be a true purpose lead digital retailer enabled by great store network and you’re looking for a place to develop, you could be who we’re looking for.    The Space & Range Team is made up of smart people with smart ideas, helping to co-create the overall category plan right across BIG W. We’re a team that is curious, resourceful and willing to experiment with everything that we do. We analyse customer & market insights and data to come up with clear category plans, and we partner with our commercial, stores, marketing and replenishment teams to influence the location, range, price, flow and the shopping experience of our categories.    We currently have an exciting opportunity to join the Space & Ranging Team as a Space and Range Analyst! In this role you get to partner with the Commercial Team, Operation Leaders and collaborate end-to-end across business functions to support the range review process including the development, updating and maintenance of planograms and layouts contributing to the category strategy.  Drawing analysis from the customer and market trends and utilizing visual merchandise principles, you will get to partner closely with your stakeholders to continuously improve the product performance to make a massive and positive impact on the overall customer shopping experience.      To be a successful Space & Range Analyst, You don’t need to have worked as a Space & Range Analyst in the past, you don’t even need to have worked in the space and range industry either - we’ll teach you how to do the role. What you do need is to know how you could contribute to our team and make a difference for our customers. You’ll need to be curious with an eye for the bigger picture. You deal with complexity by collaborating with your team, listening to our customers, testing ideas and continuously learning and of course - you have to love your numbers and spreadsheet        As part of the wider Woolworths Group, we care deeply about creating a workplace where our team members feel valued, respected and empowered. We are committed to providing equal opportunity regardless of gender identity, ethnicity, disability, sexual orientation or life stage and we are proud to be recognised as a Gold Tier Employer in the Australian Workplace Equality Index for LGBTQ+ inclusion.  As our Group continues to evolve, innovate and support our communities, we encourage our team members to do the same with their own careers, by providing ongoing opportunities to grow and make a real difference.  If you meet a number of the requirements, but not all, we encourage you to submit your application. You can learn more about working with us on LinkedIn or via https://www.linkedin.com/company/big-w/?viewAsMember=true. #LI  Our Talent Acquisition Team and Hiring Leaders kindly request no unsolicited resumes or approaches from Recruitment Agencies. BIG W is not responsible for any fees related to unsolicited resumes."
102,Senior Analyst Programmer,IOOF Holdings Ltd,"Millers Point, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/senior-analyst-programmer-at-ioof-holdings-ltd-2675394673?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=3muiOlzdkhUprkx94yPhmA%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card,Financial Services,"Employment type
Full-time",Mid-Senior level,"The role  We are currently looking for experienced developers to join our delivery teams.  We work with a high level of team autonomy; we choose how we work and what we work on as a team. We are embedded directly with our internal users who take a customer centric view of their work and strive for great customer outcomes at IOOF. This gives us great insight into what matters to our customers and helps drive where we can add the most value.  If you want to work in a truly agile environment with a strong engineering culture and cutting-edge tech stack, look no further. Our apps are transforming the way staff and customers interact with IOOF systems and we have a variety of teams with different approaches to support this.    We work with a large array of different technologies. We try to always move forward with currently accepted practices, so you'll have the opportunity to work on cutting edge front end and back end tech while integrating with legacy our legacy systems where it makes sense. Some of the technologies we use are:          Software development at IOOF is not like your typical enterprise company. Our engineering culture is rooted in agile values, a rare thing for companies of our breed.   This is all underpinned by supportive management who focus on removing obstacles and providing space for our delivery teams to do what they do best. We value diverse ideas, opinions and experience. This is only achieved through diversity of our workforce.  Our workplace is an open and accepting environment for people of all cultures, genders and backgrounds. We are contributors to the open source community and have a strong open source culture. We invest in our people with opportunities for training and attending conferences.  We mostly work from home based in Melbourne and Hobart. We also enjoy catching up regularly in the office for team lunches and collaboration.       IOOF is one of Australia’s leading wealth management organisations, undertaking a rapid and exciting transformation. The IOOF group has been helping Australians secure their future since 1846. During that time, we have grown substantially to become a leading provider of quality financial services. We now manage and administer more than $200 billion of client monies and are listed on the Australian Securities Exchange in the ASX top 200 (ASX:IFL).    Please submit your resume with a covering letter by clicking on ""Apply Now"".  Applicants will be required to provide evidence of their eligibility to work in Australia, and at a minimum be required to undertake police and basic credit checks as a condition of employment.  Please note, the official title of this position is 'Senior Analyst Engineer'.  IOOF is an inclusive and equal opportunity employer. We encourage applications regardless of race, ethnicity, age, religion, gender, national origin, disability status, or any other characteristic protected by law. If you need assistance or an adjustment during the application process because of a disability, it is available upon request.  Please note that applications from agencies will not be considered at this time."
103,Senior Web Analyst,Monster,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/senior-web-analyst-at-monster-2676433110?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=RaXtHEwWOQDTrPZEGSU73A%3D%3D&position=9&pageNum=4&trk=public_jobs_jserp-result_search-card,Internet,"Employment type
Full-time",Mid-Senior level,"Senior Web Analyst  Monster Worldwide is seeking a talented Senior Web Analyst to join our Technology team in our Sydney office! The Senior Web Analyst assists with the architecture, implementation, documentation, tagging conventions, data Layer specifications, data source details, platform extractions, and business logic of platforms used to track and study user behavior across web and Native App using Google Analytics. This role is global - it covers multiple properties of differing countries and lines of business. The Senior Web Analyst also partners with Product, Marketing, Technology, and Finance teams to produce analysis and help formulate tracking requirements."
104,Senior Marketing Analyst,FedEx Express-TNT Australia,"Mascot, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/senior-marketing-analyst-at-fedex-express-tnt-australia-2675394252?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=TWL92AUi%2BVeTC84k1Od0kw%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card,Package/Freight Delivery,"Employment type
Full-time",Mid-Senior level,The Company FedEx Express is one of the world’s largest express transportation companies and has consistently been selected as one of the world’s top 500 companies and the World’s Most Admired Companies by “Fortune” magazine. FedEx provides fast and reliable delivery to more than 220 countries and territories.
105,"Software Engineer, Cash App",Cash App,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/software-engineer-cash-app-at-cash-app-2675385948?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=P%2Fh9io1UghVUR8kDN1Olvw%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card,"Computer Software, Internet, and Financial Services","Employment type
Full-time",Associate,"Company Description  Cash App is the fastest growing financial brand in the world. Initially built to take the pain out of peer-to-peer payments, Cash App has gone from a simple product with a single purpose to a dynamic app with over 33 million monthly active users. We are bringing a better way to send, spend, invest, and save to anyone who has ever sought an alternative to the traditional banking system.  Loved by customers and pop culture, we’ve consistently held the top spot for finance in the App Store for many years, seeing more engagement with millions of followers across social media in a day than most brands see in a year. We are building an ecosystem to redefine the world’s relationship with money by making it universally accessible.  We want to hire the best talent regardless of location. Our employment model is distributed, offering the opportunity to collaborate with teams across the world in San Francisco, New York, St. Louis, Portland, Toronto, Kitchener-Waterloo, Sydney, and Melbourne.    Cash App is a quick, easy, and free way to send money. The Cash engineering team is responsible for the code that makes this work. We care about infrastructure that makes it easy to write software that is secure, efficient, and tested. We build incrementally with small changes and we deploy to production every day.          Additional Information  We’re working to build a more inclusive economy where our customers have equal access to opportunity, and we strive to live by these same values in building our workplace. Square is a proud equal opportunity employer. We work hard to evaluate all employees and job applicants consistently, based solely on the core competencies required of the role at hand, and without regard to any legally protected class.  We believe in being fair, and are committed to an inclusive interview experience, including providing reasonable accommodations to disabled applicants throughout the recruitment process. We encourage applicants to share any needed accommodations with their recruiter, who will treat these requests as confidentially as possible."
106,Quality Assurance Analyst,Rotor Studios,"North Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/quality-assurance-analyst-at-rotor-studios-2675384642?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=kyr5fpLr4pBs1LYeU5aaFQ%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card,Media Production,"Employment type
Full-time",Associate,"Rotor Studios is a multi-award winning content and technology agency specialising in computer-generated (CG) content creation, programmatic asset delivery and personalisation software.  We’re looking for a Quality Assurance Analyst to join our talented team in North Sydney (working from home right now of course ;) ). The primary responsibility of QA is to assure the high standard of quality required of Rotor’s deliverables."
107,Business Analyst - Digital Channel,Bank of Queensland,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/business-analyst-digital-channel-at-bank-of-queensland-2675388391?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=fxa7CRATNLwn9l8F%2BeJI3w%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card,Banking,"Employment type
Full-time",Not Applicable,"Join ASX 100 finance leader! Flexible work culture with remote work options available Suits an experienced BA with previous IT/Projects experience About The Role  An opportunity currently exists for an experienced Business Analyst to join the Group Technology division of BOQ. This role will be part of the Digital team working on projects, continuous improvement and platform maintenance initiatives for the BOQ Specialist group.  The purpose of this role is to work with business stakeholders on opportunities to continuously improve our digital services by focusing on business and customer outcomes. This is achieved by understanding where the business is today (the current state), where they wish to go (the future state) before determining the gaps that identify the end to end business requirements.  The successful candidate will provide support and leadership to Project Managers, BA peers and Project Team Members working within the Digital Team. They will be accountable for ensuring consistency, high quality and timely delivery of all business analysis and business design planning, activities and artefacts across all projects within the team.    To be successful we are seeking candidates with    BOQ is passionate about providing opportunities for you to develop your career as we continuously adapt and deliver in a transformational and collaborative environment with a strong focus on community.  We support a flexible workplace and we are committed to an inclusive and diverse culture where differences are embraced!      To apply for this role please follow the links or apply via our Careers Page.  The Bank of Queensland is committed to diversity and an inclusive workforce. Aboriginal and Torres Strait Islander People are encouraged to apply.  If you are successful for a role with the Bank of Queensland, it is a condition of employment that background screening is completed to ensure that the Bank complies with its obligations under the Anti-Money Laundering and Counter Terrorism Financing Act. These checks may include, but are not limited to identity, verification, reference checks, criminal background checks, immigration checks, verification of academic qualifications, bankruptcy checks.  Position Type Full-Time/Regular"
108,Business Intelligence Analyst (SAS),Acolade Consulting,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/business-intelligence-analyst-sas-at-acolade-consulting-2675384506?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=KZQv3ssu%2F1cm7HtbRdGwOg%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card,Computer Software,"Employment type
Contract",Associate,Job: Business Intelligence Analyst (SAS) Duration: - 12 Months (Possible Extension of another 12 months) Location: - New South Wales/Victoria/South Australia We are looking for an experienced Business Intelligence Analyst (SAS) for a long-term contract for one of the federal agencies.
109,Mulesoft Developer,Axiom Technologies,"Sydney, New South Wales, Australia",2021-08-11,https://au.linkedin.com/jobs/view/mulesoft-developer-at-axiom-technologies-2680492653?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=ajeo6H%2FaLaUvfNGCIY9VTg%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card,NA,NA,NA,"Job Requirements: • Responsible for the end-to-end architecture of a Delivery, including its assembly and integration into the IT architecture principles defined with the Client. • Define the structure of the system, its interfaces, and the principles that guide its organization, software design and implementation."
110,Senior Data Analyst,Catholic Education Diocese of Parramatta,Greater Sydney Area,2021-08-11,https://au.linkedin.com/jobs/view/senior-data-analyst-at-catholic-education-diocese-of-parramatta-2680483508?refId=jrGc6d7ohpQVtHLPjBYFUw%3D%3D&trackingId=eAWP8ESj%2FuP7PmqeE3M0zw%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card,Education Management and Primary/Secondary Education,"Employment type
Contract",Not Applicable,"At Catholic Education Diocese of Parramatta (CEDP) we are committed to responding to the needs of students in a world that is changing rapidly. With 5,000 passionate employees located across 83 primary and secondary schools, we have the intent and the resources to transform learning and unlock the full potential of each of our 40,000 plus students. We are always on the lookout for top talent to help us achieve our strategic goal of inspiring the future, through quality catholic schooling and by strengthening the professional lives of our employees."
